CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13032,38,3,14.84,3,3,1,7,Loyal Customers
13033,357,1,19.5,1,1,2,4,At Risk
13034,54,2,34.8,2,2,2,6,Potential Customers
13035,57,3,112.8,2,3,4,9,Loyal Customers
13037,138,3,38.400000000000006,2,3,2,7,Loyal Customers
13038,80,3,219.0,2,3,4,9,Loyal Customers
13040,8,2,21.84,4,2,2,8,Loyal Customers
13043,253,2,14.950000000000003,1,2,1,4,At Risk
13044,291,1,12.600000000000001,1,1,1,3,At Risk
13045,99,1,17.4,2,1,2,5,Potential Customers
13046,30,2,39.71,3,2,3,8,Loyal Customers
13047,31,18,155.08,3,4,4,11,Champions
13048,14,5,17.5,4,3,2,9,Loyal Customers
13049,64,2,106.19999999999999,2,2,3,7,Loyal Customers
13050,9,28,229.12,4,4,4,12,Champions
13052,212,1,23.85,1,1,2,4,At Risk
13055,64,4,34.78,2,3,2,7,Loyal Customers
13058,24,3,172.8,3,3,4,10,Champions
13059,249,1,17.700000000000003,1,1,2,4,At Risk
13060,253,1,35.400000000000006,1,1,2,4,At Risk
13061,72,1,9.959999999999999,2,1,1,4,At Risk
13062,191,1,60.48,1,1,3,5,Potential Customers
13064,12,4,85.65,4,3,3,10,Champions
13065,373,1,17.4,1,1,2,4,At Risk
13066,24,3,-9.699999999999996,3,3,1,7,Returned/Churned
13067,82,1,7.95,2,1,1,4,At Risk
13068,10,2,344.0,4,2,4,10,Champions
13069,0,27,222.54,4,4,4,12,Champions
13070,192,1,20.8,1,1,2,4,At Risk
13072,266,1,15.0,1,1,1,3,At Risk
13075,129,1,47.2,2,1,3,6,Potential Customers
13077,1,4,32.45,4,3,2,9,Loyal Customers
13078,1,43,1111.6000000000001,4,4,4,12,Champions
13079,4,5,202.4,4,3,4,11,Champions
13080,179,1,3.3600000000000003,1,1,1,3,At Risk
13081,1,21,74.20000000000002,4,4,3,11,Champions
13082,126,10,244.5,2,4,4,10,Champions
13083,4,2,51.0,4,2,3,9,Loyal Customers
13085,157,3,64.4,1,3,3,7,Loyal Customers
13089,2,118,4192.139999999999,4,4,4,12,Champions
13090,8,18,555.66,4,4,4,12,Champions
13091,21,2,16.450000000000003,3,2,2,7,Loyal Customers
13092,70,6,66.1,2,4,3,9,Loyal Customers
13093,267,13,752.85,1,4,4,9,Loyal Customers
13094,21,16,816.24,3,4,4,11,Champions
13095,70,1,9.36,2,1,1,4,At Risk
13097,32,14,247.31,3,4,4,11,Champions
13098,1,41,1670.77,4,4,4,12,Champions
13099,99,1,207.35999999999999,2,1,4,7,Loyal Customers
13101,234,1,9.95,1,1,1,3,At Risk
13102,1,27,765.4399999999999,4,4,4,12,Champions
13103,39,1,51.0,3,1,3,7,Loyal Customers
13104,3,6,434.64,4,4,4,12,Champions
13106,128,2,59.5,2,2,3,7,Loyal Customers
13107,44,5,160.35999999999999,3,3,4,10,Champions
13108,372,1,34.8,1,1,2,4,At Risk
13109,2,5,5.800000000000001,4,3,1,8,Loyal Customers
13110,31,8,51.99,3,4,3,10,Champions
13113,0,40,2258.67,4,4,4,12,Champions
13115,8,14,3.150000000000002,4,4,1,9,Loyal Customers
13116,117,2,9.55,2,2,1,5,Potential Customers
13117,21,8,108.86,3,4,3,10,Champions
13118,19,7,76.80999999999999,3,4,3,10,Champions
13120,238,1,30.599999999999998,1,1,2,4,At Risk
13121,269,2,-2.55,1,2,1,4,Returned/Churned
13122,94,2,48.56999999999999,2,2,3,7,Loyal Customers
13124,89,3,52.5,2,3,3,8,Loyal Customers
13126,4,10,98.72,4,4,3,11,Champions
13127,77,1,34.68,2,1,2,5,Potential Customers
13130,94,1,39.0,2,1,2,5,Potential Customers
13131,23,4,20.9,3,3,2,8,Loyal Customers
13132,261,1,15.299999999999999,1,1,2,4,At Risk
13133,273,2,29.75,1,2,2,5,Potential Customers
13134,72,7,91.99,2,4,3,9,Loyal Customers
13135,196,1,3096.0,1,1,4,6,Potential Customers
13136,50,11,92.57000000000001,3,4,3,10,Champions
13137,10,9,-13.489999999999998,4,4,1,9,Returned/Churned
13138,22,6,91.82000000000001,3,4,3,10,Champions
13139,16,8,328.69,4,4,4,12,Champions
13140,108,3,35.15,2,3,2,7,Loyal Customers
13141,84,6,81.75,2,4,3,9,Loyal Customers
13142,19,1,20.16,3,1,2,6,Potential Customers
13144,332,1,63.75,1,1,3,5,Potential Customers
13145,39,5,573.85,3,3,4,10,Champions
13146,26,1,10.08,3,1,1,5,Potential Customers
13147,10,4,712.8000000000001,4,3,4,11,Champions
13148,29,17,152.08,3,4,4,11,Champions
13149,14,4,87.24000000000001,4,3,3,10,Champions
13151,203,2,12.899999999999999,1,2,1,4,At Risk
13153,5,1,6.24,4,1,1,6,Potential Customers
13154,144,1,-611.86,1,1,1,3,Returned/Churned
13155,33,4,71.85,3,3,3,9,Loyal Customers
13157,49,5,48.89,3,3,3,9,Loyal Customers
13158,94,4,80.1,2,3,3,8,Loyal Customers
13159,8,5,-17.940000000000012,4,3,1,8,Returned/Churned
13160,22,1,15.0,3,1,1,5,Potential Customers
13161,313,1,27.0,1,1,2,4,At Risk
13162,122,5,11.67,2,3,1,6,Potential Customers
13165,46,2,80.16,3,2,3,8,Loyal Customers
13166,282,2,0.0,1,2,1,4,Returned/Churned
13167,18,4,98.58,3,3,3,9,Loyal Customers
13168,36,5,27.9,3,3,2,8,Loyal Customers
13169,63,2,39.300000000000004,2,2,2,6,Potential Customers
13170,26,1,6.75,3,1,1,5,Potential Customers
13171,8,5,-8.440000000000001,4,3,1,8,Returned/Churned
13173,4,2,15.149999999999999,4,2,2,8,Loyal Customers
13174,16,3,36.099999999999994,4,3,2,9,Loyal Customers
13176,46,1,0.85,3,1,1,5,Potential Customers
13177,64,1,17.700000000000003,2,1,2,5,Potential Customers
13178,26,11,361.98,3,4,4,11,Champions
13182,45,1,10.5,3,1,1,5,Potential Customers
13183,7,9,175.9,4,4,4,12,Champions
13184,14,12,19.700000000000003,4,4,2,10,Champions
13185,267,1,71.4,1,1,3,5,Potential Customers
13186,39,5,61.78,3,3,3,9,Loyal Customers
13187,337,1,1.25,1,1,1,3,At Risk
13188,11,1,99.60000000000001,4,1,3,8,Loyal Customers
13189,18,2,19.0,3,2,2,7,Loyal Customers
13192,95,2,41.1,2,2,3,7,Loyal Customers
13193,61,1,2.9,2,1,1,4,At Risk
13194,135,1,34.0,2,1,2,5,Potential Customers
13196,11,4,73.65,4,3,3,10,Champions
13198,10,8,96.60000000000001,4,4,3,11,Champions
13199,3,39,3719.6,4,4,4,12,Champions
13200,19,4,117.45,3,3,4,10,Champions
13203,9,4,56.879999999999995,4,3,3,10,Champions
13207,15,2,42.120000000000005,4,2,3,9,Loyal Customers
13208,58,7,37.419999999999995,2,4,2,8,Loyal Customers
13209,30,11,206.01,3,4,4,11,Champions
13210,93,1,25.5,2,1,2,5,Potential Customers
13211,10,3,223.2,4,3,4,11,Champions
13212,9,4,7.6000000000000005,4,3,1,8,Loyal Customers
13213,56,6,135.57000000000002,2,4,4,10,Champions
13216,267,1,69.12,1,1,3,5,Potential Customers
13217,122,5,52.49999999999999,2,3,3,8,Loyal Customers
13218,127,1,15.0,2,1,1,4,At Risk
13220,78,4,344.1,2,3,4,9,Loyal Customers
13221,240,2,20.3,1,2,2,5,Potential Customers
13223,200,2,115.80000000000001,1,2,4,7,Loyal Customers
13224,60,3,14.22,2,3,1,6,Potential Customers
13225,3,8,1589.3999999999999,4,4,4,12,Champions
13226,273,1,9.95,1,1,1,3,At Risk
13227,201,1,67.5,1,1,3,5,Potential Customers
13228,81,1,179.0,2,1,4,7,Loyal Customers
13229,225,1,15.0,1,1,1,3,At Risk
13230,4,15,9.6,4,4,1,9,Loyal Customers
13232,12,7,75.3,4,4,3,11,Champions
13233,74,2,60.839999999999996,2,2,3,7,Loyal Customers
13235,211,2,-910.1,1,2,1,4,Returned/Churned
13236,24,3,47.08,3,3,3,9,Loyal Customers
13238,11,5,139.8,4,3,4,11,Champions
13239,261,1,18.96,1,1,2,4,At Risk
13240,96,4,42.85,2,3,3,8,Loyal Customers
13242,112,3,62.400000000000006,2,3,3,8,Loyal Customers
13243,203,1,5.1,1,1,1,3,At Risk
13244,92,1,4.95,2,1,1,4,At Risk
13245,50,1,24.900000000000002,3,1,2,6,Potential Customers
13246,18,7,188.43,3,4,4,11,Champions
13247,17,4,119.55000000000001,3,3,4,10,Champions
13248,124,2,33.36,2,2,2,6,Potential Customers
13249,92,3,302.03999999999996,2,3,4,9,Loyal Customers
13253,156,2,42.36,1,2,3,6,Potential Customers
13255,3,3,22.75,4,3,2,9,Loyal Customers
13256,14,1,0.0,4,1,1,6,Returned/Churned
13258,11,3,25.34,4,3,2,9,Loyal Customers
13259,61,1,8.5,2,1,1,4,At Risk
13260,61,1,19.92,2,1,2,5,Potential Customers
13261,268,2,234.0,1,2,4,7,Loyal Customers
13262,263,1,6.959999999999999,1,1,1,3,At Risk
13263,1,35,190.73,4,4,4,12,Champions
13265,53,5,166.48,2,3,4,9,Loyal Customers
13266,11,19,319.01,4,4,4,12,Champions
13267,2,27,253.10999999999999,4,4,4,12,Champions
13268,17,15,44.7,3,4,3,10,Champions
13269,1,17,274.38,4,4,4,12,Champions
13270,366,1,590.0,1,1,4,6,Potential Customers
13271,37,2,-4.29,3,2,1,6,Returned/Churned
13272,31,2,36.660000000000004,3,2,2,7,Loyal Customers
13273,113,1,24.900000000000002,2,1,2,5,Potential Customers
13276,63,2,58.2,2,2,3,7,Loyal Customers
13277,15,4,149.0,4,3,4,11,Champions
13278,40,1,10.5,3,1,1,5,Potential Customers
13279,64,2,0.8599999999999994,2,2,1,5,Potential Customers
13280,122,3,47.75,2,3,3,8,Loyal Customers
13282,18,6,54.90000000000002,3,4,3,10,Champions
13283,59,2,29.3,2,2,2,6,Potential Customers
13284,322,2,20.46,1,2,2,5,Potential Customers
13285,23,4,57.4,3,3,3,9,Loyal Customers
13291,155,1,12.450000000000001,1,1,1,3,At Risk
13292,38,2,65.1,3,2,3,8,Loyal Customers
13294,189,2,42.0,1,2,3,6,Potential Customers
13295,359,2,16.549999999999997,1,2,2,5,Potential Customers
13296,137,1,15.0,2,1,1,4,At Risk
13297,7,4,164.34,4,3,4,11,Champions
13298,1,1,90.0,4,1,3,8,Loyal Customers
13299,268,1,29.700000000000003,1,1,2,4,At Risk
13300,164,2,18.05,1,2,2,5,Potential Customers
13301,103,4,65.52,2,3,3,8,Loyal Customers
13302,155,1,63.75,1,1,3,5,Potential Customers
13304,351,1,12.600000000000001,1,1,1,3,At Risk
13305,4,10,224.89,4,4,4,12,Champions
13307,120,1,15.0,2,1,1,4,At Risk
13308,22,4,50.61,3,3,3,9,Loyal Customers
13309,7,5,79.64,4,3,3,10,Champions
13310,8,6,1.2199999999999989,4,4,1,9,Loyal Customers
13311,4,2,34.54,4,2,2,8,Loyal Customers
13313,22,5,67.78,3,3,3,9,Loyal Customers
13314,1,4,31.08,4,3,2,9,Loyal Customers
13316,37,5,246.69,3,3,4,10,Champions
13317,64,9,102.85000000000001,2,4,3,9,Loyal Customers
13318,1,3,197.88,4,3,4,11,Champions
13319,5,36,570.35,4,4,4,12,Champions
13320,70,6,19.549999999999997,2,4,2,8,Loyal Customers
13321,72,2,259.04,2,2,4,8,Loyal Customers
13322,17,1,8.3,3,1,1,5,Potential Customers
13323,3,5,424.8,4,3,4,11,Champions
13324,32,12,999.0500000000001,3,4,4,11,Champions
13325,81,1,16.5,2,1,2,5,Potential Customers
13327,38,9,427.1,3,4,4,11,Champions
13328,316,1,19.799999999999997,1,1,2,4,At Risk
13329,31,4,41.999999999999986,3,3,3,9,Loyal Customers
13330,92,3,56.28,2,3,3,8,Loyal Customers
13332,14,1,17.0,4,1,2,7,Loyal Customers
13334,82,3,47.8,2,3,3,8,Loyal Customers
13336,77,1,15.299999999999999,2,1,2,5,Potential Customers
13338,154,3,-16.700000000000003,1,3,1,5,Returned/Churned
13339,200,1,17.4,1,1,2,4,At Risk
13340,45,7,830.08,3,4,4,11,Champions
13341,260,1,87.6,1,1,3,5,Potential Customers
13343,172,2,8.3,1,2,1,4,At Risk
13344,67,3,79.64,2,3,3,8,Loyal Customers
13345,276,2,15.750000000000004,1,2,2,5,Potential Customers
13347,70,1,39.599999999999994,2,1,3,6,Potential Customers
13348,64,1,10.2,2,1,1,4,At Risk
13349,10,1,15.600000000000001,4,1,2,7,Loyal Customers
13350,16,3,68.6,4,3,3,10,Champions
13351,66,1,50.0,2,1,3,6,Potential Customers
13352,7,2,7.2,4,2,1,7,Loyal Customers
13354,71,1,10.5,2,1,1,4,At Risk
13355,122,1,17.700000000000003,2,1,2,5,Potential Customers
13356,80,1,17.4,2,1,2,5,Potential Customers
13357,257,1,9.9,1,1,1,3,At Risk
13358,268,1,17.9,1,1,2,4,At Risk
13359,59,2,41.7,2,2,3,7,Loyal Customers
13362,3,5,83.64999999999999,4,3,3,10,Champions
13363,17,2,34.5,3,2,2,7,Loyal Customers
13364,66,2,13.360000000000001,2,2,1,5,Potential Customers
13365,8,3,61.85,4,3,3,10,Champions
13366,50,1,56.160000000000004,3,1,3,7,Loyal Customers
13368,256,2,45.480000000000004,1,2,3,6,Potential Customers
13369,354,2,28.1,1,2,2,5,Potential Customers
13370,366,2,24.35,1,2,2,5,Potential Customers
13372,89,1,9.95,2,1,1,4,At Risk
13373,60,3,54.6,2,3,3,8,Loyal Customers
13375,81,2,10.75,2,2,1,5,Potential Customers
13376,99,3,65.69999999999999,2,3,3,8,Loyal Customers
13379,26,3,12.24,3,3,1,7,Loyal Customers
13381,21,7,129.22,3,4,4,11,Champions
13382,280,1,15.0,1,1,1,3,At Risk
13384,30,9,163.3,3,4,4,11,Champions
13385,329,1,17.700000000000003,1,1,2,4,At Risk
13388,121,3,-23.85,2,3,1,6,Returned/Churned
13389,11,3,35.16,4,3,2,9,Loyal Customers
13390,74,1,15.0,2,1,1,4,At Risk
13391,203,1,59.8,1,1,3,5,Potential Customers
13394,1,10,132.17000000000002,4,4,4,12,Champions
13395,185,1,1.92,1,1,1,3,At Risk
13396,21,4,33.96,3,3,2,8,Loyal Customers
13397,72,6,363.5,2,4,4,10,Champions
13398,192,1,9.959999999999999,1,1,1,3,At Risk
13402,127,2,34.85,2,2,2,6,Potential Customers
13403,17,1,15.0,3,1,1,5,Potential Customers
13404,1,2,32.34,4,2,2,8,Loyal Customers
13405,74,3,66.0,2,3,3,8,Loyal Customers
13408,1,81,4152.55,4,4,4,12,Champions
13410,8,7,198.45,4,4,4,12,Champions
13411,107,1,18.75,2,1,2,5,Potential Customers
13414,133,3,454.65,2,3,4,9,Loyal Customers
13416,43,2,97.7,3,2,3,8,Loyal Customers
13417,4,2,41.2,4,2,3,9,Loyal Customers
13418,11,23,179.10000000000002,4,4,4,12,Champions
13419,63,1,10.5,2,1,1,4,At Risk
13420,134,4,14.700000000000001,2,3,1,6,Potential Customers
13421,40,3,34.95,3,3,2,8,Loyal Customers
13422,51,2,-11.549999999999999,2,2,1,5,Returned/Churned
13425,108,3,41.7,2,3,3,8,Loyal Customers
13426,0,12,239.74,4,4,4,12,Champions
13427,19,3,44.22,3,3,3,9,Loyal Customers
13428,10,1,0.65,4,1,1,6,Potential Customers
13429,10,4,69.4,4,3,3,10,Champions
13430,18,4,48.88,3,3,3,9,Loyal Customers
13431,67,2,53.8,2,2,3,7,Loyal Customers
13434,74,2,187.08,2,2,4,8,Loyal Customers
13435,5,9,208.92000000000002,4,4,4,12,Champions
13436,1,1,11.7,4,1,1,6,Potential Customers
13437,14,7,106.75999999999999,4,4,3,11,Champions
13439,255,1,6.5,1,1,1,3,At Risk
13441,91,1,12.600000000000001,2,1,1,4,At Risk
13447,23,4,28.4,3,3,2,8,Loyal Customers
13448,16,10,0.9099999999999966,4,4,1,9,Loyal Customers
13449,23,1,20.4,3,1,2,6,Potential Customers
13450,26,6,113.76,3,4,4,11,Champions
13451,26,6,-22.349999999999994,3,4,1,8,Returned/Churned
13452,259,2,590.0,1,2,4,7,Loyal Customers
13453,165,2,43.7,1,2,3,6,Potential Customers
13455,24,4,21.599999999999998,3,3,2,8,Loyal Customers
13456,17,7,330.00000000000006,3,4,4,11,Champions
13458,7,22,335.21000000000004,4,4,4,12,Champions
13460,29,2,22.98,3,2,2,7,Loyal Customers
13461,38,3,156.1,3,3,4,10,Champions
13462,183,2,11.55,1,2,1,4,At Risk
13464,58,1,10.5,2,1,1,4,At Risk
13466,100,2,7.7500000000000036,2,2,1,5,Potential Customers
13467,10,2,18.56,4,2,2,8,Loyal Customers
13468,1,41,815.25,4,4,4,12,Champions
13470,99,2,33.0,2,2,2,6,Potential Customers
13471,1,4,71.9,4,3,3,10,Champions
13473,60,3,27.78,2,3,2,7,Loyal Customers
13474,236,1,1.7,1,1,1,3,At Risk
13475,191,4,78.18,1,3,3,7,Loyal Customers
13476,178,4,-94.25,1,3,1,5,Returned/Churned
13477,37,8,107.27,3,4,3,10,Champions
13479,198,3,40.45,1,3,3,7,Loyal Customers
13481,45,8,54.400000000000006,3,4,3,10,Champions
13482,232,1,17.4,1,1,2,4,At Risk
13483,65,1,10.08,2,1,1,4,At Risk
13484,241,1,67.5,1,1,3,5,Potential Customers
13485,233,1,12.5,1,1,1,3,At Risk
13486,78,3,40.620000000000005,2,3,3,8,Loyal Customers
13487,57,3,53.099999999999994,2,3,3,8,Loyal Customers
13488,17,17,201.73,3,4,4,11,Champions
13489,105,4,259.2,2,3,4,9,Loyal Customers
13491,51,10,151.38,2,4,4,10,Champions
13492,136,3,41.4,2,3,3,8,Loyal Customers
13493,275,2,198.0,1,2,4,7,Loyal Customers
13494,311,1,20.16,1,1,2,4,At Risk
13495,7,6,131.53,4,4,4,12,Champions
13496,10,3,-3.4000000000000057,4,3,1,8,Returned/Churned
13497,282,3,24.75,1,3,2,6,Potential Customers
13499,17,7,175.99,3,4,4,11,Champions
13500,23,4,30.55,3,3,2,8,Loyal Customers
13501,242,2,-19.65,1,2,1,4,Returned/Churned
13502,16,3,39.12,4,3,2,9,Loyal Customers
13503,71,1,10.5,2,1,1,4,At Risk
13504,64,1,14.850000000000001,2,1,1,4,At Risk
13505,67,8,68.86,2,4,3,9,Loyal Customers
13506,312,3,33.65,1,3,2,6,Potential Customers
13507,3,4,79.05,4,3,3,10,Champions
13508,243,1,15.9,1,1,2,4,At Risk
13509,8,7,223.9,4,4,4,12,Champions
13510,1,5,44.379999999999995,4,3,3,10,Champions
13512,260,1,17.85,1,1,2,4,At Risk
13513,126,1,9.899999999999999,2,1,1,4,At Risk
13514,73,1,39.900000000000006,2,1,3,6,Potential Customers
13515,72,4,80.34,2,3,3,8,Loyal Customers
13516,21,3,230.34,3,3,4,10,Champions
13517,59,5,35.25,2,3,2,7,Loyal Customers
13518,85,1,19.799999999999997,2,1,2,5,Potential Customers
13519,50,2,-0.049999999999998934,3,2,1,6,Returned/Churned
13520,58,8,285.3,2,4,4,10,Champions
13521,1,3,11.16,4,3,1,8,Loyal Customers
13522,30,1,17.700000000000003,3,1,2,6,Potential Customers
13523,33,6,94.03,3,4,3,10,Champions
13524,40,5,175.20000000000002,3,3,4,10,Champions
13525,14,2,464.0,4,2,4,10,Champions
13527,33,8,109.76,3,4,3,10,Champions
13529,78,2,33.2,2,2,2,6,Potential Customers
13531,205,2,54.3,1,2,3,6,Potential Customers
13532,33,1,2.08,3,1,1,5,Potential Customers
13533,182,3,11.75,1,3,1,5,Potential Customers
13534,2,43,412.42,4,4,4,12,Champions
13536,1,7,144.57999999999998,4,4,4,12,Champions
13538,43,7,309.6,3,4,4,11,Champions
13539,85,4,21.400000000000002,2,3,2,7,Loyal Customers
13544,39,2,10.7,3,2,1,6,Potential Customers
13546,12,3,31.45,4,3,2,9,Loyal Customers
13548,96,2,11.049999999999999,2,2,1,5,Potential Customers
13549,25,8,136.12,3,4,4,11,Champions
13551,319,1,17.85,1,1,2,4,At Risk
13552,66,16,218.07,2,4,4,10,Champions
13555,73,4,166.9,2,3,4,9,Loyal Customers
13557,28,2,49.8,3,2,3,8,Loyal Customers
13558,5,4,17.7,4,3,2,9,Loyal Customers
13560,7,1,2.95,4,1,1,6,Potential Customers
13561,215,1,2.08,1,1,1,3,At Risk
13562,81,3,53.650000000000006,2,3,3,8,Loyal Customers
13563,84,2,94.35,2,2,3,7,Loyal Customers
13564,144,5,-530.6899999999999,1,3,1,5,Returned/Churned
13565,19,2,11.0,3,2,1,6,Potential Customers
13566,40,2,5.5,3,2,1,6,Potential Customers
13568,173,1,8.3,1,1,1,3,At Risk
13569,17,2,8.7,3,2,1,6,Potential Customers
13570,243,1,3.9,1,1,1,3,At Risk
13571,12,12,100.29,4,4,3,11,Champions
13572,205,1,17.700000000000003,1,1,2,4,At Risk
13573,50,2,41.67,3,2,3,8,Loyal Customers
13575,23,5,99.61,3,3,3,9,Loyal Customers
13576,10,20,1720.5600000000002,4,4,4,12,Champions
13577,25,5,77.9,3,3,3,9,Loyal Customers
13579,14,2,66.30000000000001,4,2,3,9,Loyal Customers
13581,309,1,7.95,1,1,1,3,At Risk
13583,155,1,9.0,1,1,1,3,At Risk
13584,306,1,9.95,1,1,1,3,At Risk
13587,31,3,-309.0,3,3,1,7,Returned/Churned
13588,15,13,77.25999999999999,4,4,3,11,Champions
13589,14,2,39.95,4,2,3,9,Loyal Customers
13590,11,7,358.09,4,4,4,12,Champions
13591,64,3,57.120000000000005,2,3,3,8,Loyal Customers
13592,35,4,79.07,3,3,3,9,Loyal Customers
13593,108,6,14.0,2,4,1,7,Loyal Customers
13594,52,1,9.9,2,1,1,4,At Risk
13596,5,2,21.78,4,2,2,8,Loyal Customers
13598,47,2,-11.5,3,2,1,6,Returned/Churned
13599,1,33,447.01000000000005,4,4,4,12,Champions
13600,312,1,4.95,1,1,1,3,At Risk
13601,45,2,19.45,3,2,2,7,Loyal Customers
13602,64,1,16.5,2,1,2,5,Potential Customers
13603,26,1,6.24,3,1,1,5,Potential Customers
13606,29,3,52.19,3,3,3,9,Loyal Customers
13607,40,1,23.4,3,1,2,6,Potential Customers
13610,12,9,46.34,4,4,3,11,Champions
13611,89,4,69.35000000000001,2,3,3,8,Loyal Customers
13614,24,4,50.040000000000006,3,3,3,9,Loyal Customers
13615,312,2,5.549999999999997,1,2,1,4,At Risk
13617,40,3,23.65,3,3,2,8,Loyal Customers
13618,173,1,6.959999999999999,1,1,1,3,At Risk
13621,116,1,4.0,2,1,1,4,At Risk
13623,30,7,-0.6099999999999959,3,4,1,8,Returned/Churned
13626,252,1,17.4,1,1,2,4,At Risk
13627,59,7,70.03,2,4,3,9,Loyal Customers
13629,23,11,1958.85,3,4,4,11,Champions
13630,5,11,400.1,4,4,4,12,Champions
13631,99,12,3021.77,2,4,4,10,Champions
13632,24,6,68.62,3,4,3,10,Champions
13634,33,5,27.04,3,3,2,8,Loyal Customers
13635,67,1,17.4,2,1,2,5,Potential Customers
13636,36,6,97.85,3,4,3,10,Champions
13637,52,3,17.849999999999998,2,3,2,7,Loyal Customers
13638,15,1,10.5,4,1,1,6,Potential Customers
13639,74,1,23.4,2,1,2,5,Potential Customers
13642,215,1,4.25,1,1,1,3,At Risk
13643,31,3,39.5,3,3,2,8,Loyal Customers
13644,8,5,58.34,4,3,3,10,Champions
13645,120,1,19.9,2,1,2,5,Potential Customers
13647,9,5,70.36,4,3,3,10,Champions
13649,256,2,17.2,1,2,2,5,Potential Customers
13650,16,7,83.24000000000001,4,4,3,11,Champions
13651,35,2,28.5,3,2,2,7,Loyal Customers
13652,45,3,55.04,3,3,3,9,Loyal Customers
13654,43,6,159.2,3,4,4,11,Champions
13655,114,2,45.8,2,2,3,7,Loyal Customers
13656,164,2,12.75,1,2,1,4,At Risk
13657,10,2,22.8,4,2,2,8,Loyal Customers
13658,9,7,-46.06999999999999,4,4,1,9,Returned/Churned
13659,197,3,67.6,1,3,3,7,Loyal Customers
13662,85,7,51.199999999999996,2,4,3,9,Loyal Customers
13663,179,1,16.5,1,1,2,4,At Risk
13666,60,3,39.8,2,3,3,8,Loyal Customers
13667,149,1,4.16,1,1,1,3,At Risk
13668,2,29,277.28000000000003,4,4,4,12,Champions
13669,50,2,17.55,3,2,2,7,Loyal Customers
13670,75,1,16.5,2,1,2,5,Potential Customers
13672,301,6,-47.16,1,4,1,6,Returned/Churned
13673,18,2,31.2,3,2,2,7,Loyal Customers
13675,151,2,54.96,1,2,3,6,Potential Customers
13678,151,1,4.8,1,1,1,3,At Risk
13680,1,5,-174.15,4,3,1,8,Returned/Churned
13681,17,4,55.61,3,3,3,9,Loyal Customers
13682,187,1,25.5,1,1,2,4,At Risk
13684,285,2,0.0,1,2,1,4,Returned/Churned
13685,2,7,1781.62,4,4,4,12,Champions
13686,182,1,8.5,1,1,1,3,At Risk
13689,63,1,179.0,2,1,4,7,Loyal Customers
13690,59,1,10.2,2,1,1,4,At Risk
13692,24,5,53.45,3,3,3,9,Loyal Customers
13693,325,2,-14.2,1,2,1,4,Returned/Churned
13694,3,60,6389.1,4,4,4,12,Champions
13695,31,15,530.63,3,4,4,11,Champions
13697,38,1,15.0,3,1,1,5,Potential Customers
13699,155,1,17.700000000000003,1,1,2,4,At Risk
13700,26,10,238.83,3,4,4,11,Champions
13703,318,1,99.5,1,1,3,5,Potential Customers
13704,5,10,163.93,4,4,4,12,Champions
13705,7,3,51.599999999999994,4,3,3,10,Champions
13706,302,1,7.800000000000001,1,1,1,3,At Risk
13707,267,2,25.2,1,2,2,5,Potential Customers
13708,271,1,4.949999999999999,1,1,1,3,At Risk
13709,3,17,403.16,4,4,4,12,Champions
13710,31,1,19.799999999999997,3,1,2,6,Potential Customers
13711,218,2,55.400000000000006,1,2,3,6,Potential Customers
13712,246,1,15.0,1,1,1,3,At Risk
13715,281,8,27.189999999999998,1,4,2,7,Loyal Customers
13716,269,1,7.5,1,1,1,3,At Risk
13717,32,7,48.239999999999995,3,4,3,10,Champions
13718,246,2,38.099999999999994,1,2,2,5,Potential Customers
13719,15,5,83.25,4,3,3,10,Champions
13720,116,4,144.5,2,3,4,9,Loyal Customers
13721,36,1,9.48,3,1,1,5,Potential Customers
13722,120,4,72.38,2,3,3,8,Loyal Customers
13723,217,1,47.2,1,1,3,5,Potential Customers
13725,49,11,223.65,3,4,4,11,Champions
13726,38,2,26.52,3,2,2,7,Loyal Customers
13727,28,2,29.85,3,2,2,7,Loyal Customers
13728,36,6,89.24000000000001,3,4,3,10,Champions
13730,135,2,37.8,2,2,2,6,Potential Customers
13731,219,2,34.5,1,2,2,5,Potential Customers
13732,28,1,14.22,3,1,1,5,Potential Customers
13735,24,8,16.800000000000004,3,4,2,9,Loyal Customers
13736,5,3,8.99,4,3,1,8,Loyal Customers
13737,200,1,73.94999999999999,1,1,3,5,Potential Customers
13739,18,1,41.7,3,1,3,7,Loyal Customers
13740,240,1,5.04,1,1,1,3,At Risk
13741,71,4,79.75,2,3,3,8,Loyal Customers
13742,16,14,220.6,4,4,4,12,Champions
13743,2,8,185.75,4,4,4,12,Champions
13744,95,2,22.68,2,2,2,6,Potential Customers
13745,151,2,0.5,1,2,1,4,At Risk
13747,373,1,79.6,1,1,3,5,Potential Customers
13748,95,5,255.41,2,3,4,9,Loyal Customers
13750,53,5,923.61,2,3,4,9,Loyal Customers
13751,288,1,165.0,1,1,4,6,Potential Customers
13752,124,6,203.55,2,4,4,10,Champions
13753,287,1,15.0,1,1,1,3,At Risk
13754,151,2,30.6,1,2,2,5,Potential Customers
13755,3,10,96.51,4,4,3,11,Champions
